epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,1763.93,0.98234,0.69572,0.23018,0.61683,0.56618,0.60094,0.37535,1.19152,0.75246,0.23597,0.0008516,0.0008516,0.0008516
60,1794.15,0.9847,0.69814,0.23103,0.60587,0.5652,0.58872,0.36101,1.23795,0.76313,0.23753,0.0008318,0.0008318,0.0008318
61,1824.58,0.9888,0.69519,0.23039,0.60129,0.57416,0.60095,0.37609,1.18158,0.74935,0.23528,0.000812,0.000812,0.000812
62,1854.86,0.96834,0.68704,0.22894,0.60893,0.5655,0.6005,0.37069,1.21511,0.75437,0.23627,0.0007922,0.0007922,0.0007922
63,1884.96,0.97559,0.68637,0.23011,0.60441,0.56418,0.59612,0.37008,1.21303,0.7565,0.23656,0.0007724,0.0007724,0.0007724
64,1914.96,0.9725,0.68149,0.22955,0.59737,0.58802,0.60837,0.38048,1.19495,0.74607,0.23502,0.0007526,0.0007526,0.0007526
65,1944.99,0.96676,0.67527,0.22825,0.61447,0.57833,0.60984,0.38004,1.1955,0.74162,0.23455,0.0007328,0.0007328,0.0007328
66,1975.16,0.96057,0.67948,0.2278,0.60153,0.5777,0.60074,0.37314,1.19507,0.74909,0.2345,0.000713,0.000713,0.000713
67,2005.8,0.96512,0.67908,0.22821,0.60739,0.57309,0.60417,0.37715,1.18531,0.74352,0.23424,0.0006932,0.0006932,0.0006932
68,2036.32,0.95797,0.67409,0.22773,0.61603,0.56992,0.60393,0.37924,1.18871,0.74346,0.23464,0.0006734,0.0006734,0.0006734
69,2066.94,0.95768,0.67014,0.2267,0.60688,0.58539,0.61075,0.3861,1.17139,0.73762,0.23322,0.0006536,0.0006536,0.0006536
70,2097.84,0.95375,0.67392,0.22752,0.62578,0.56859,0.61095,0.38339,1.17349,0.7403,0.23374,0.0006338,0.0006338,0.0006338
71,2128.28,0.94522,0.66666,0.22651,0.61556,0.57888,0.61423,0.38541,1.18855,0.7364,0.23282,0.000614,0.000614,0.000614
72,2159.15,0.94704,0.65922,0.22693,0.6214,0.57868,0.61724,0.39018,1.16541,0.73345,0.23311,0.0005942,0.0005942,0.0005942
73,2189.89,0.94126,0.65859,0.22569,0.62575,0.57858,0.61776,0.39094,1.1674,0.729,0.23323,0.0005744,0.0005744,0.0005744
74,2220.59,0.93918,0.65771,0.22729,0.623,0.57977,0.61592,0.39172,1.15145,0.73087,0.23298,0.0005546,0.0005546,0.0005546
75,2251.48,0.93003,0.64815,0.22486,0.62555,0.58321,0.62026,0.39437,1.16134,0.72698,0.23322,0.0005348,0.0005348,0.0005348
76,2282.29,0.93081,0.65303,0.22445,0.62526,0.5774,0.61461,0.38937,1.16569,0.73245,0.23296,0.000515,0.000515,0.000515
77,2312.15,0.93217,0.65108,0.22519,0.62067,0.57988,0.61655,0.38717,1.17667,0.7359,0.23288,0.0004952,0.0004952,0.0004952
78,2342.24,0.92929,0.65017,0.2245,0.622,0.57393,0.61313,0.38263,1.19811,0.73701,0.2333,0.0004754,0.0004754,0.0004754
79,2372.61,0.92591,0.64878,0.22495,0.63486,0.57839,0.62152,0.392,1.16887,0.72641,0.23186,0.0004556,0.0004556,0.0004556
80,2403.02,0.9166,0.6401,0.22411,0.63997,0.57433,0.61916,0.39074,1.17097,0.72581,0.23241,0.0004358,0.0004358,0.0004358
81,2433.2,0.91898,0.64196,0.22496,0.62803,0.58223,0.62204,0.39447,1.16319,0.72322,0.2323,0.000416,0.000416,0.000416
82,2463.8,0.91214,0.63908,0.22342,0.63226,0.58039,0.62046,0.39406,1.16266,0.72455,0.2327,0.0003962,0.0003962,0.0003962
83,2494.24,0.90822,0.63484,0.22251,0.63301,0.58175,0.62239,0.39334,1.16609,0.72357,0.23216,0.0003764,0.0003764,0.0003764
84,2524.63,0.8987,0.62637,0.22212,0.62944,0.58007,0.61982,0.39096,1.17583,0.72649,0.23381,0.0003566,0.0003566,0.0003566
85,2555.27,0.9064,0.6353,0.22259,0.62868,0.58006,0.61834,0.3894,1.17422,0.72848,0.23337,0.0003368,0.0003368,0.0003368
86,2585.69,0.90649,0.62828,0.22303,0.62806,0.58006,0.61798,0.3907,1.17809,0.72756,0.23386,0.000317,0.000317,0.000317
87,2615.65,0.89934,0.62475,0.22219,0.62764,0.58232,0.61775,0.39155,1.1767,0.72803,0.23357,0.0002972,0.0002972,0.0002972
88,2645.38,0.8954,0.62442,0.22196,0.63189,0.57843,0.62074,0.39746,1.15112,0.72177,0.23214,0.0002774,0.0002774,0.0002774
89,2675.77,0.89739,0.62182,0.22221,0.62718,0.58498,0.621,0.39575,1.1574,0.72261,0.2321,0.0002576,0.0002576,0.0002576
90,2706.08,0.89019,0.62012,0.22143,0.62087,0.58862,0.62231,0.39664,1.15754,0.72237,0.23253,0.0002378,0.0002378,0.0002378
91,2737.93,0.89161,0.61926,0.2213,0.62968,0.58213,0.62203,0.39464,1.15929,0.72239,0.23213,0.000218,0.000218,0.000218
92,2769.12,0.88591,0.61647,0.22106,0.63255,0.57731,0.62037,0.39303,1.1662,0.7237,0.23289,0.0001982,0.0001982,0.0001982
93,2799.32,0.88445,0.61709,0.22105,0.62798,0.58262,0.62248,0.39531,1.15657,0.72248,0.23245,0.0001784,0.0001784,0.0001784
94,2830.42,0.87782,0.60946,0.22048,0.63496,0.57799,0.61952,0.39453,1.16151,0.72235,0.23261,0.0001586,0.0001586,0.0001586
95,2860.83,0.87828,0.61117,0.22055,0.63937,0.57631,0.61903,0.39417,1.16271,0.722,0.2325,0.0001388,0.0001388,0.0001388
96,2891.08,0.8769,0.60886,0.22014,0.63624,0.58114,0.62148,0.39435,1.1683,0.72106,0.23225,0.000119,0.000119,0.000119
97,2921.18,0.87355,0.60465,0.22011,0.63624,0.58429,0.6221,0.39496,1.16861,0.72088,0.23254,9.92e-05,9.92e-05,9.92e-05
98,2951.42,0.87519,0.60642,0.22061,0.63631,0.58134,0.62019,0.39315,1.17025,0.72237,0.23284,7.94e-05,7.94e-05,7.94e-05
99,2981.76,0.87194,0.59858,0.21938,0.63697,0.57986,0.61922,0.39218,1.17062,0.72231,0.23285,5.96e-05,5.96e-05,5.96e-05
100,3011.99,0.86866,0.60257,0.21953,0.63952,0.57793,0.62064,0.39241,1.17003,0.72196,0.2327,3.98e-05,3.98e-05,3.98e-05
