epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,30769.4,0.71774,0.74362,0.50331,0.45788,0.24518,0.27178,0.14491,1.32838,1.33606,0.93537,0.001585,0.001585,0.001585
87,31115.4,0.71457,0.74184,0.50051,0.4682,0.249,0.27576,0.14677,1.32346,1.32845,0.93444,0.001486,0.001486,0.001486
88,31465,0.71387,0.73753,0.49838,0.4734,0.2578,0.27891,0.14826,1.31781,1.32002,0.93315,0.001387,0.001387,0.001387
89,31809.7,0.70657,0.73568,0.50075,0.47615,0.2601,0.28209,0.15053,1.31249,1.31319,0.93117,0.001288,0.001288,0.001288
90,32154.8,0.69585,0.71686,0.49516,0.48212,0.26162,0.28506,0.15198,1.30732,1.31099,0.92883,0.001189,0.001189,0.001189
91,32501,0.69801,0.73249,0.4951,0.48499,0.26614,0.28903,0.15362,1.30059,1.31136,0.92668,0.00109,0.00109,0.00109
92,32845.6,0.68783,0.70595,0.49071,0.4823,0.26947,0.2917,0.1551,1.29584,1.32729,0.92521,0.000991,0.000991,0.000991
93,33193.6,0.68587,0.72035,0.49008,0.48414,0.27043,0.29341,0.15639,1.28961,1.52007,0.92301,0.000892,0.000892,0.000892
94,33544.2,0.67792,0.70524,0.48773,0.4827,0.2748,0.29627,0.15761,1.28455,2.48291,0.92162,0.000793,0.000793,0.000793
95,33895.3,0.68455,0.69946,0.48702,0.48514,0.27686,0.2984,0.1595,1.2788,4.01462,0.91983,0.000694,0.000694,0.000694
96,34284.7,0.67067,0.69702,0.48685,0.48644,0.27877,0.30069,0.16092,1.27393,5.16471,0.91805,0.000595,0.000595,0.000595
97,34767.3,0.66718,0.69427,0.48005,0.48869,0.28044,0.30345,0.16239,1.26889,5.49891,0.9161,0.000496,0.000496,0.000496
98,35249.5,0.65505,0.67717,0.48288,0.48781,0.28139,0.30615,0.16395,1.26353,5.07063,0.91393,0.000397,0.000397,0.000397
99,35853.1,0.64449,0.68096,0.47973,0.49388,0.2833,0.30836,0.16551,1.25834,4.15032,0.91203,0.000298,0.000298,0.000298
100,36321.2,0.64949,0.66898,0.48263,0.49125,0.28782,0.31156,0.16685,1.25304,3.07829,0.91016,0.000199,0.000199,0.000199
